DapipId,UNITID,LocationName,ParentName,ParentDapipId,LocationType,Address,GeneralPhone,AdminName,AdminPhone,AdminEmail,Fax
100584,101994,Reid State Technical College,-,-,Institution,I-65 and Highway 83; Evergreen; AL 36401,2515781313,DR DOUGLAS M LITTLES,2515781313- ext. 108,dlittles@rstc.cc.al.us,2515785355
100584002,101994,Reid State Technical College Extension Campus,Reid State Technical College,100584,Additional Location,300 Jaguar Drive; Evergreen; AL 36401,,,,,
100584003,101994,Reid State Technical College at Jeff Davis Community College,Reid State Technical College,100584,Additional Location,201 Brookwood Road; Atmore; AL 35604,,,,,
100584004,101994,Reid State Technical College- South Baldwin Transportation Site,Reid State Technical College,100584,Additional Location,202 Sanborn Avenue; Summerdale; AL 36580,,,,,
100584005,101994,Reid State Technical College- Practical Nursing/Lurleen B. Wallace Community College,Reid State Technical College,100584,Additional Location,750 Greenville By-Pass; Greenville; AL 36037,,,,,
100584006,101994,Reid State Technical College- Monroeville Commercial Truck Driving Site,Reid State Technical College,100584,Additional Location,188 C Sheffield Road; Monroeville;; AL 36460,,,,,
100593,102030,Bishop State Community College,-,-,Institution,351 North Broad Street; Mobile; AL 36603-5362,2514057000,Reginald Sykes,2514057130,rsykes@bishop.edu,
100609,102049,Samford University,-,-,Institution,800 Lakeshore Drive; Birmingham; AL 35229-2240,2057262011,T. Andrew Westmoreland,2057262727,tawestmo@SAMFORD.EDU,2057262738
100618,102067,Shelton State Community College,-,-,Institution,9500 Old Greensboro Rd; Tuscaloosa; AL 35405-8522,2053912347,William J. Ashley,2053912251,bashley@sheltonstate.edu,
100618002,102067,Shelton State Community College - C.A. Fredd Campus,Shelton State Community College,100618,Additional Location,3401 Martin Luther King Blvd.; Tuscaloosa; AL 35401,,,,,
100627,102076,Snead State Community College,-,-,Institution,220 North Walnut Street; Boaz; AL 35957-0734,2565935120,Robert J. Exley,2568404100,rexley@snead.edu,2565937180
100636,102094,University of South Alabama,-,-,Institution,307 N University Blvd; Mobile; AL 36688-0002,3344606101,Tony G. Waldrop,2514606111,twaldrop@southalabama.edu,
100636005,102094,University of South Alabama - Springhill,University of South Alabama,100636,Additional Location,1504 Springhill Avenue; Mobile; AL 36604,,,,,
100654,102234,Spring Hill College,-,-,Institution,4000 Dauphin St; Mobile; AL 36608-1791,2513804000,GREGORY F LUCEY; S.J.,2513803030,glucey@shc.edu,2514602182
100672,102270,Stillman College,-,-,Institution,3601 Stillman Boulevard; Tuscaloosa; AL 35403,2053494240,Cynthia Warrick,2053668811,cwarrick@stillman.edu,2052478015
100681,102298,Talladega College,-,-,Institution,627 W Battle St; Talladega; AL 35160,2563620206,Billy Hawkins,2567616212,bhawkins@talladega.edu,2567616206
100690,102313,H. Councill Trenholm State Community College,-,-,Institution,P. O. Box 10048; Montgomery; AL 36108,3344204295,Samuel Munnerlyn,3344204295,smunnerlyn@trenholmstate.edu,3344204201
100733,102368,Troy University,-,-,Institution,University Avenue; Troy; AL 36082-0001,3346703100,DR. JACK HAWKINS JR,3346703179,jhawkins@troyst.edu,3346703774
100733002,102368,Troy University - Dothan,Troy University,100733,Additional Location,501 University Drive; Dothan; AL 36304,,,,,
100733003,102368,Troy University - Montgomery,Troy University,100733,Additional Location,231 Montgomery Street; Montgomery; AL 36103-4419,,,,,
100733005,102368,Troy University - Phenix City,Troy University,100733,Additional Location,One University Place; Phenix City; AL 36869,,,,,
100733006,102368,Troy University - Atlantic Region,Troy University,100733,Additional Location,5425 Robin Hood Rd Suite 1B; Norfolk; VA 23513,,,,,
100733007,102368,Troy University - Western Region,Troy University,100733,Additional Location,5825 Delmonico Drive Suite 120; Colorado Springs; CO 80919,,,,,
100733008,102368,Troy University - Southeast Region,Troy University,100733,Additional Location,506 Manchester Expressway Suite B20; Columbus; GA 31914,,,,,
100733009,102368,Troy University - Atlantic Region,Troy University,100733,Additional Location,620 John Paul Jones Cir Dept. of the Navy/Navy Med; Portsmouth; VA 23703-2197,,,,,
100742,102377,Tuskegee University,-,-,Institution,Kresge Center; 3rd Floor; Tuskegee; AL 36088-1920,3347278011,Lily D. McNair,3347278501,lmcnair@tuskegee.edu,3347275276
100751,102395,United States Sports Academy,-,-,Institution,One Academy Dr; Daphne; AL 36526-7055,2516263303- ext. 162,THOMAS P ROSANDICH,2516263303- ext. 145,president@ussa.edu,2516251035
100760,102429,Bevill State Community College,-,-,Institution,1411 Indiana Avenue; Jasper; AL 35501,2053870511- ext. 5400,Kim Ennis,2053870511- ext. 5201,kim.ennis@bscc.edu,2056482288
100760003,102429,BSCC Business Incubator,Bevill State Community College,100760,Additional Location,3512 Industrial Dr.; Jasper; AL 35501,,,,,
100760004,102429,Fayette Campus,Bevill State Community College,100760,Additional Location,2631 Temple Avenue; Fayette; AL 35555,,,,,
100760005,102429,Hamilton Campus,Bevill State Community College,100760,Additional Location,P.O. Drawer 9; Hamilton; AL 35570,,,,,
100760006,102429,Jasper Campus,Bevill State Community College,100760,Additional Location,1411 Indiana Avenue; Jasper; AL 35501,,,,,
100779,102553,University of Alaska Anchorage,-,-,Institution,3211 Providence Drive; Anchorage; AK 99508-8046,9077861480,Elaine P. Maimon,9077861480,,
100788,102614,University of Alaska Fairbanks,-,-,Institution,Signers' Hall; Fairbanks; AK 99775-7480,9074747211,STEPHEN B. JONES,9074747500,fychanc@uaf.edu,
100788007,102614,Tanana Valley campus,University of Alaska Fairbanks,100788,Additional Location,604 Barnette Street; Fairbanks; AK 99701,,,,,
100797,102632,University of Alaska Southeast,-,-,Institution,11120 Glacier Highway; Juneau; AK 99801-8697,9074656457,JOHN PUGH,9074656350,,
100803,102669,Alaska Pacific University,-,-,Institution,4101 University Dr; Anchorage; AK 99508,9075611266,DOUGLAS M NORTH,9075648248,dnorth@alaskapacific.edu,9075624276
100812,102711,Alaska Vocational Technical Center,-,-,Institution,809 Second Avenue; Seward; AK 99664-0889,9072243322,Cathy LeCompte,,Cathy.lecompte@avtec.edu,
100812002,102711,Alaska Vocational Technical Center - Allied Health Department,Alaska Vocational Technical Center,100812,Additional Location,1251 Muldoon Road; Suite 103; Anchorage; AK 99504,,,,,
100858,103501,Alaska Career College,-,-,Institution,1415 E Tudor Road; Anchorage; AK 99507-1033,9075637575,JENNIFER DEITZ,9075637575,jdeitz@careeracademy.net,9075638330
100946,103893,Carrington College - Phoenix,-,-,Institution,8503 N 27th Ave; Phoenix; AZ 85051-4063,6024331333,RANDY UTLEY,6028641571,,
100946002,103927,Carrington College - Tucson,Carrington College - Phoenix,100946,Additional Location,201 N. Bonita Avenue; Tucson; AZ 85745,,,,,
100946003,457101,Carrington College - Las Vegas,Carrington College - Phoenix,100946,Additional Location,5740 S. Eastern Avenue; Suite 140; Las Vegas; NV 89119,,,,,
100946004,103909,Carrington College - Tri City Inc.,Carrington College - Phoenix,100946,Additional Location,1001 West Southern Avenue; Mesa; AZ 85210,,,,,
100946006,103893,Carrington College - Online,Carrington College - Phoenix,100946,Additional Location,4742 North 24th Street; Suite 360; Phoenix; AZ 85016,,,,,
100946007,442602,Carrington College - Albuquerque,Carrington College - Phoenix,100946,Additional Location,1001 Menual Boulevard; Albuquerque; NM 87107,,,,,
100982,103954,Arizona Academy of Beauty Inc,-,-,Institution,5631 E Speedway Blvd; Tucson; AZ 85712,5208854120,STEWART WHITE,5208854120,,5208882277
101000,104090,International Institute of the Americas,-,-,Institution,6049 N 43rd Ave; Phoenix; AZ 85019-1600,6022426265,Joe Brickman,6022426265,JBrickman@iia.edu,6029732572
101019,104151,Arizona State University,-,-,Institution,P.O. Box 877705; Tempe; AZ 85287,4809659011,MICHAEL M. CROW,4809657788,,
101019005,104151,Arizona State University at Avondale Lattie Coor,Arizona State University,101019,Additional Location,1406 North Central Avenue; Avondale; AZ 85323,,,,,
101019006,104151,Arizona State University at Chinle Elementary School,Arizona State University,101019,Additional Location,US 191 West Chinle; Chinle; AZ 86503,,,,,
101019007,104151,Arizona State University at Joe Carlson Elementary,Arizona State University,101019,Additional Location,1700 North Louis Avenue; Douglas; AZ 85607,,,,,
101019008,104151,Arizona State University at Ganado Middle School (Ganado Unified School District,Arizona State University,101019,Additional Location,Hwy. 264; Ganado; AZ 86505,,,,,
101019009,104151,Arizona State University at Mirage School (Deer Valley School District),Arizona State University,101019,Additional Location,3910 W Groves Avenue; Glendale; AZ 85308,,,,,
101019010,104151,Arizona State University at Sonoran Sky Elementary (Pendergast PDS Site),Arizona State University,101019,Additional Location,10150 W. Missouri Avenue; Glendale; AZ 85301,,,,,
101019011,104151,Arizona State University at Lake Havasu,Arizona State University,101019,Additional Location,98 Swanson Plaza; Lake Havasu City; AZ 86043,,,,,
101019012,104151,Arizona State University at Cloves Campbell School (Roosevelt District PDS),Arizona State University,101019,Additional Location,2624 E. South Mountain Avenue; Phoenix; AZ 85042,,,,,
101019013,104151,Arizona State University at Longview School,Arizona State University,101019,Additional Location,1209 East Indian School Road; Phoenix; AZ 85014,,,,,
101019014,104151,Arizona State University at Madison Park Middle School (Madison Elem District),Arizona State University,101019,Additional Location,1431 E. Campbell Avenue; Phoenix; AZ 85014,,,,,
101019015,104151,Arizona State University at Mayo Clinic Hospital,Arizona State University,101019,Additional Location,5777 East Mayo Boulevard; Phoenix; AZ 85054,,,,,
101019016,104151,Arizona State University at Palomino Elementary School (Paradise Valley PDS Site),Arizona State University,101019,Additional Location,15833 N 19th Street; Phoenix; AZ 85032,,,,,
101019017,104151,Arizona State University at Phoenix College (Phoenix Metro Area),Arizona State University,101019,Additional Location,1202 West Thomas Road; Phoenix; AZ 85013,,,,,
101019019,104151,Arizona State University at Gadsden Jr. High School (San Luis PDS Site),Arizona State University,101019,Additional Location,963 N. 8th Avenue; San Luis; AZ 85349,,,,,
101019020,104151,Arizona State University at Hohokam School,Arizona State University,101019,Additional Location,8451 E. Oak Street; Scottsdale; AZ 85251,,,,,
101019021,104151,Arizona State University at TB&B Parkside,Arizona State University,101019,Additional Location,8355 E. Hartford Drive; Scottsdale; AZ 85260,,,,,
101019022,104151,Arizona State University at ASU Research Park,Arizona State University,101019,Additional Location,7700 South River Parkway; Bldg. #118; Tempe; AZ 85084,,,,,
101019023,104151,Arizona State University at Eastern Arizona College,Arizona State University,101019,Additional Location,615 N Stadium Avenue; Thatcher; AZ 85552,,,,,
101019024,104151,Arizona State University at Sunnyside Unified School District,Arizona State University,101019,Additional Location,2238 E. Ginter Road; Tucson; AZ 85706,,,,,
101019025,104151,Arizona State University at Tucson,Arizona State University,101019,Additional Location,340 N. Commerce Park Loop; Tucson; AZ 85745,,,,,
101019026,104151,Arizona State University at Michael Anderson Elementary School,Arizona State University,101019,Additional Location,45 S. 3rd Avenue; Avondale; AZ 85323,,,,,
101019027,104151,Arizona State University at San Carlos Unified School District,Arizona State University,101019,Additional Location,45 San Carlos Avenue; San Carlos; AZ 85550,,,,,
101019028,104151,Arizona State University at Sunnyside Unified School District (Esperanza Elem Sc,Arizona State University,101019,Additional Location,2353 E. Bantam Road; Tucson; AZ 85706,,,,,
101019029,104151,Arizona State University at Flagstaff,Arizona State University,101019,Additional Location,1200 S Beaver Street; Flagstaff; AZ 86011,,,,,
101019030,104151,Arizona State University at Chandler Instructional Resource Center,Arizona State University,101019,Additional Location,500 West Galveston Street; Chandler; AZ 85225,,,,,
101019031,104151,Arizona State University at Dysart District Office,Arizona State University,101019,Additional Location,11405 North Dysart Road; El Mirage; AZ 85335,,,,,
101019032,104151,Arizona State University at Barry Goldwater High School,Arizona State University,101019,Additional Location,2820 West Rose Garden Lane; Phoenix; AZ 85027,,,,,
101019033,104151,Arizona State University at Isaac Junior High School,Arizona State University,101019,Additional Location,3402 West McDowell Road; Phoenix; AZ 85009,,,,,
101019034,104151,Arizona State University at Kyrene de la Mariposa School,Arizona State University,101019,Additional Location,50 E. Knox Rd.; Tempe; AZ 85284,,,,,
101019035,104151,Arizona State University at Madison School No. 2,Arizona State University,101019,Additional Location,2002 East Campbell Avenue; Phoenix; AZ 85016,,,,,
101019036,104151,Arizona State University at Mesa School Student Service Center,Arizona State University,101019,Additional Location,1025 North Country Club Drive; Mesa; AZ 85201,,,,,
101019037,104151,Arizona State University at Mohave School,Arizona State University,101019,Additional Location,5520 North 86th Street; Scottsdale; AZ 85250,,,,,
101019038,104151,Arizona State University at Phoenix Prep Academy,Arizona State University,101019,Additional Location,735 East Filmore Street; Phoenix; AZ 85006,,,,,
101019039,104151,Arizona State University at Supai Middle School,Arizona State University,101019,Additional Location,6720 E. Continental; Scottsdale; AZ 85257,,,,,
101019040,104151,Arizona State University at Tempe Elementary District #3,Arizona State University,101019,Additional Location,3205 South Rural Road; Tempe; AZ 85282,,,,,
101019041,104151,Arizona State University at Tempe Learning Center,Arizona State University,101019,Additional Location,3500 South Rural Road; Tempe; AZ 85282,,,,,
101019042,104151,Arizona State University at Tempe Union High School,Arizona State University,101019,Additional Location,1730 South Mill Avenue; Tempe; AZ 85281,,,,,
101019043,104151,Arizona State University at Peoria Unified District #11,Arizona State University,101019,Additional Location,6330 West Thunderbird Road; Glendale; AZ 85306,,,,,
101019044,104151,Arizona State University at Basha Elementary School,Arizona State University,101019,Additional Location,3535 S. Basha Rd.; Chandler; AZ 85248,,,,,
101019045,104151,Arizona State University at Corona Del Sol High School,Arizona State University,101019,Additional Location,1001 East Knox Road; Tempe; AZ 85284,,,,,
101019046,104151,Arizona State University at Sunnyslope Elementary,Arizona State University,101019,Additional Location,801 West Peoria Avenue; Phoenix; AZ 85029,,,,,
101019047,104151,Arizona State University at Val Vista Lakes Elementary School,Arizona State University,101019,Additional Location,1030 North Blue Grotto; Gilbert; AZ 85234,,,,,
101019048,104151,Arizona State University at Verrado Middle School,Arizona State University,101019,Additional Location,20880 West Main Street; Buckeye; AZ 85396,,,,,
101019049,104151,Arizona State University at Whiteriver Elementary School,Arizona State University,101019,Additional Location,P.O. 190; 1 North Ave.; Whiteriver; AZ 85941,,,,,
101019050,104151,Arizona State University at Deer Valley School District,Arizona State University,101019,Additional Location,20402 North 15th Avenue; Phoenix; AZ 85027,,,,,
101019051,104151,Arizona State University at Indian Oasis Intermediate School,Arizona State University,101019,Additional Location,111 Main Street; Sells; AZ 85634,,,,,
101019052,104151,Arizona State University at Madison Elementary District #3,Arizona State University,101019,Additional Location,5601 North 16th Street; Phoenix; AZ 85016,,,,,
101019053,104151,Arizona State University at Madison School No. 3,Arizona State University,101019,Additional Location,5601 North 16th Street; Phoenix; AZ 85016,,,,,
101019054,483124,Arizona State University at SkySong,Arizona State University,101019,Additional Location,1475 N. Scottsdale Road; Scottsdale; AZ 85257-3538,,,,,
101019055,104151,Arizona State University at El Mirage Elementary School (Dysart site),Arizona State University,101019,Additional Location,13500 N. El Mirage Road; El Mirage; AZ 85335,,,,,
101019056,104151,Arizona State University at Arizona Western College,Arizona State University,101019,Additional Location,2020 South Avenue 8 East; Yuma; AZ 85365,,,,,
101019057,104151,Arizona State University at Centerra Mirage,Arizona State University,101019,Additional Location,15151 W Centerra Drive South; Goodyear; AZ 85338,,,,,
101019058,104151,Arizona State University at Central Arizona College,Arizona State University,101019,Additional Location,8470 N. Overfield Road; Coolidge; AZ 85228,,,,,
101019059,104151,Arizona State University at Navajo Education Building,Arizona State University,101019,Additional Location,One Morgan Boulevard; Window Rock; AZ 86504,,,,,
101019060,104151,Arizona State University at Thunderbird School of Global Management,Arizona State University,101019,Additional Location,1 Global Place; Glendale; AZ 85306,,,,,
101019061,104151,The Mercado,Arizona State University,101019,Additional Location,550 E. Van Buren Street; Phoenix; AZ 85004,,,,,
101019062,105330,Northern Arizona University,Arizona State University,101019,Additional Location,South San Francisco Street; Flagstaff; AZ 86011,,,,,
101019063,104151,Litchfield  Elementary District,Arizona State University,101019,Additional Location,553 Plaza Circle Litchfield Park; Litchfield Park; AZ 85340,,,,,
