PersonId,Gender,YearsOfExperience,AcceptingNewStudent,City,State,ZipCode,RaceEthnicity
1101,female,17,1,North vernon,IN,47265,white
1102,female,24,0,Tickfaw,LA,70466,white
1103,female,5,0,Weston,CT,6883,white
1104,female,18,1,Gibbon,MN,55335,Black or African American
1105,female,9,0,Aberdeen,MS,39730,unidentified
1106,female,17,1,Berkeley,CA,94703,white
1107,male,20,1,New smyrna beach,FL,32168,white
1108,female,18,0,Steinhatchee,FL,32359,Hispanic
1109,female,20,1,West redding,CT,6896,white
1110,female,4,0,Goodell,IA,50439,Black or African American
1111,male,16,0,High springs,FL,32643,white
1112,female,25,1,New paris,IN,46553,white
1113,female,10,0,Wilton,CT,6897,white
1114,female,18,0,Stamford,CT,6901,Black or African American
1115,male,8,0,W townsend,MA,1474,Hispanic
1116,female,23,1,Manchester,PA,17345,white
1117,female,13,1,Patriot,OH,45658,white
1118,female,10,1,Pleasure ridge p,KY,40258,white
1119,female,1,1,Louisville,KY,40204,white
1120,female,9,1,Olmstead,KY,42265,white
1121,female,28,1,Zcta 33018,FL,33018,Hispanic
1122,female,4,0,Glencoe,MN,55336,Black or African American
1123,female,9,1,Broadview height,OH,44147,white
1124,female,19,0,Okemos,MI,48864,white
1125,male,30,1,Cataula,GA,31804,Asian
1126,female,17,0,Orwigsburg,PA,17961,white
1127,female,18,0,Montague,MI,49437,Black or African American
1128,female,29,1,Stamford,CT,6902,Black or African American
1129,female,29,0,Stamford,CT,6903,Black or African American
1130,female,20,1,Philadelphia,PA,19152,Hispanic
1131,female,11,1,Evansville,IN,47714,white
1132,female,23,0,Blountville,TN,37617,Black or African American
1133,female,28,1,Washington,DC,20017,white
1134,female,30,0,Utica,KY,42376,white
1135,female,4,0,Zcta 34268,FL,34268,white
1136,female,14,1,Oshkosh,WI,54904,white
1137,female,5,0,Bradford,ME,4410,white
1138,female,19,0,Guilford,ME,4443,Asian
1139,female,11,0,Monterville,WV,26282,white
1140,male,27,1,Murrells inlet,SC,29576,white
1141,female,26,1,New waverly,IN,46961,Black or African American
1142,female,28,1,Glenolden,PA,19036,white
1143,female,11,1,Burnsville,MN,55337,Hispanic
1144,female,27,1,Ridgeville corne,OH,43555,white
1145,female,20,1,Bussey,IA,50044,American Indian or Alaska Native
1146,female,6,0,Sharon,CT,6069,white
1147,female,14,1,Early,IA,50535,white
1148,female,28,0,Dameron,MD,20628,Pacific Islander
1149,female,21,1,Richmond,VA,23224,white
1150,female,30,0,Oak grove,VA,22443,Black or African American
1151,female,20,0,Wesley chapel,FL,33543,Hispanic
1152,male,9,1,Myrtle beach,SC,29577,white
1153,male,30,0,Winchendon,MA,1475,Hispanic
1154,female,8,1,Louisville,KY,40211,white
1155,female,28,1,Ardmore,AL,35739,Hispanic
1156,female,6,0,New brighton,MN,55112,Black or African American
1157,female,28,1,Leesburg,AL,35983,white
1158,female,18,0,Ridgeway,CT,6905,Black or African American
1159,female,8,0,Orleans,MI,48865,white
1160,female,16,1,Dunbar,WI,54119,white
1161,female,2,0,Hampton,VA,23664,Black or African American
1162,female,18,0,Kincaid,WV,25119,white
1163,female,16,0,Turtlepoint,PA,16750,white
1164,female,19,1,Weeksbury,KY,41667,Hispanic
1165,female,9,1,Stamford,CT,6906,Black or African American
1166,female,23,1,Dighton,MA,2715,Black or African American
1167,female,9,1,Gladwin,MI,48624,Hispanic
1168,female,6,1,Stamford,CT,6907,Black or African American
1169,male,27,1,Monroe,NC,28110,white
1170,female,9,0,Sabina,OH,45169,white
1171,female,11,1,Hollis center,ME,4042,white
1172,female,18,0,Avenel,NJ,7001,Hispanic
1173,female,8,1,Hawkinsville,GA,31036,American Indian or Alaska Native
1174,female,11,0,Copemish,MI,49625,Black or African American
1175,female,3,0,Bayonne,NJ,7002,Hispanic
1176,female,10,1,Armstrong mills,OH,43933,Hispanic
1177,male,26,0,Stella,NC,28582,white
1178,male,3,1,Louvale,GA,31814,white
1179,female,23,1,Georgetown,MD,21930,white
1180,female,8,0,Bloomfield,NJ,7003,Hispanic
1181,female,10,1,Elizabethtown,PA,17022,white
1182,female,6,0,Harveysburg,OH,45032,white
1183,female,1,0,Barney,GA,31625,white
1184,female,4,1,Fairfield,NJ,7004,Hispanic
1185,female,15,0,Boonton,NJ,7005,Hispanic
1186,female,27,0,Metter,GA,30439,white
1187,female,28,0,Evansville,IN,47715,white
1188,female,2,1,Evansville,IN,47720,white
1189,female,11,1,Stevens,PA,17578,white
1190,female,13,1,Mousie,KY,41839,white
1191,female,12,1,Green isle,MN,55338,Hispanic
1192,female,18,1,West caldwell,NJ,7006,Hispanic
1193,female,4,1,Valley station,KY,40272,white
1194,female,17,0,Maysville,WV,26833,white
1195,female,22,1,Carteret,NJ,7008,Black or African American
1196,female,2,0,Rutherford,TN,38369,white
1197,male,18,1,Pembroke,GA,31321,white
1198,female,4,0,Zcta 47725,IN,47725,white
1199,female,23,0,Cedar grove,NJ,7009,Black or African American
1200,female,7,1,Zephyrhills,FL,33544,Black or African American
1201,male,15,0,Horseshoe beach,FL,32648,white
1202,female,13,1,Bryant,IN,47326,white
1203,female,30,1,Richmond,VA,23225,white
1204,female,23,0,Hollandale,WI,53544,white
1205,male,26,1,Aspers,PA,17304,Hispanic
1206,female,3,0,Morral,OH,43337,white
1207,female,25,0,Woodward,IA,50276,white
1208,male,30,1,Zcta 32653,FL,32653,Black or African American
1209,female,7,0,Cliffside park,NJ,7010,Black or African American
1210,female,24,0,Washington,DC,20018,white
1211,female,12,0,Erie,PA,16508,white
1212,female,1,1,Hamburg,MN,55339,Hispanic
1213,female,25,1,Green sulphur sp,WV,25966,white
1214,female,15,1,Cambridge city,IN,47327,white
1215,female,24,1,Hamel,MN,55340,Hispanic
1216,male,21,1,Ellenton,GA,31747,white
1217,female,8,1,Pinetta,FL,32350,Black or African American
1218,female,4,0,Kossuth,MS,38834,white
1219,female,21,1,Eagle lake,FL,33839,white
1220,female,6,0,Rocky ridge,MD,21778,white
1221,female,27,1,Clifton,NJ,7011,white
1222,female,12,0,Fern creek,KY,40291,white
1223,female,14,0,Lake,WV,25121,white
1224,female,15,1,Clifton,NJ,7012,white
1225,male,26,0,New smyrna beach,FL,32169,white
1226,female,29,1,Clifton,NJ,7013,Black or African American
1227,male,26,1,Oakley,SC,29461,white
1228,female,5,0,Clifton,NJ,7014,American Indian or Alaska Native
1229,female,4,1,Rossville,IN,46065,white
1230,female,26,0,Cranford,NJ,7016,Asian
1231,female,27,0,Primos secane,PA,19018,Black or African American
1232,female,3,1,East orange,NJ,7017,Pacific Islander
1233,female,4,0,Toledo,OH,43612,Hispanic
1234,female,8,0,East orange,NJ,7018,Hispanic
1235,female,5,0,Marshall,WI,53559,white
1236,female,17,1,Edgewater,NJ,7020,white
1237,female,13,1,Roseland,VA,22967,white
1238,female,27,1,Rig,WV,26836,white
1239,female,14,1,Hanover,MN,55341,Hispanic
1240,female,2,1,Whitetop,VA,24292,white
1241,female,2,1,Itta bena,MS,38941,white
1242,female,6,0,Mentone,AL,35984,white
1243,female,25,1,Valhermoso sprin,AL,35775,white
1244,female,7,0,Zcta 36577,AL,36577,Hispanic
1245,female,20,1,Solon,OH,44139,white
1246,female,9,0,Moorhead,MS,38761,Hispanic
1247,female,6,0,Spring dale,WV,25986,white
1248,female,25,1,Jeffersontown,KY,40299,white
1249,female,19,0,Jamestown,IN,46147,American Indian or Alaska Native
1250,female,21,1,Hammond,WI,54015,Pacific Islander
1251,female,17,1,Hector,MN,55342,Hispanic
1252,female,29,0,Zcta 34102,FL,34102,white
1253,female,6,1,Wise,VA,24293,white
1254,female,26,0,Essex fells,NJ,7021,white
1255,female,23,0,Moulton,AL,35650,white
1256,male,21,1,Auburn,MA,1501,Black or African American
1257,female,28,0,Wilbraham,MA,1095,American Indian or Alaska Native
1258,female,21,0,Berkeley,CA,94704,white
1259,female,6,0,Williamstown,OH,45897,white
1260,female,24,1,Alma,AL,36501,Hispanic
1261,female,8,1,Canterbury,CT,6331,white
1262,female,25,1,Burgin,KY,40310,white
1263,female,17,1,Fleming,OH,45729,white
1264,female,23,1,Fairview,NJ,7022,white
1265,female,26,1,Fletcher,OH,45326,American Indian or Alaska Native
1266,female,4,0,Eden prairie,MN,55343,Black or African American
1267,female,5,1,Tionesta,PA,16353,white
1268,female,26,0,Glady,WV,26268,Pacific Islander
1269,female,15,1,Arbuckle,WV,25123,white
1270,female,25,0,Fanwood,NJ,7023,white
1271,female,11,0,Philadelphia,PA,19108,Black or African American
1272,female,21,1,Carlisle,KY,40311,white
1273,female,27,0,Fort lee,NJ,7024,white
1274,female,24,1,Boynton beach,FL,33426,Hispanic
1275,female,27,1,Wauseon,OH,43567,white
1276,female,20,0,Garfield,NJ,7026,white
1277,female,6,1,Warfordsburg,PA,17267,Black or African American
1278,female,18,0,Westbend,KY,40312,white
1279,female,13,0,Cleona,PA,17042,Black or African American
1280,female,7,1,Newhall,IA,52315,white
1281,female,1,0,Garwood,NJ,7027,white
1282,female,28,0,Glen ridge,NJ,7028,white
1283,female,26,0,Holly springs,MS,38635,Black or African American
1284,female,22,1,Red boiling spri,TN,37150,Hispanic
1285,female,10,1,Big creek,MS,38914,Black or African American
1286,female,23,1,Viola,TN,37394,white
1287,female,15,1,Sarasota,FL,34239,white
1288,female,11,1,Rootstown,OH,44272,white
1289,female,10,1,Melrose,TN,37204,white
1290,female,20,0,Kearny,NJ,7029,white
1291,male,14,1,Berlin,MA,1503,Black or African American
1292,female,6,0,Montrose,MI,48457,Hispanic
1293,male,14,1,Monroe,NC,28112,white
1294,female,23,0,Pahokee,FL,33476,white
1295,female,3,0,Cameron,OH,43914,white
1296,female,15,1,Hoboken,NJ,7030,white
1297,male,29,0,Lumpkin,GA,31815,white
1298,female,18,1,North arlington,NJ,7031,white
1299,female,8,1,Plainfield,WI,54966,Hispanic
1300,female,15,0,Eden prairie,MN,55344,Black or African American
1301,male,9,1,Blackstone,MA,1504,Black or African American
1302,female,22,0,Harrison,MI,48625,Hispanic
1303,female,1,0,Spring hill,FL,34606,white
1304,female,28,1,Kearny,NJ,7032,white
1305,female,27,0,Percy,MS,38748,Black or African American
1306,female,3,0,Kenilworth,NJ,7033,white
1307,female,25,0,Collinsville,CT,6022,white
1308,female,7,1,Lake hiawatha,NJ,7034,white
1309,female,17,1,Nash,ND,58237,white
1310,female,17,1,Rio rancho,NM,87124,American Indian or Alaska Native
1311,female,5,1,Manitou beach,MI,49253,Black or African American
1312,female,29,1,Lincoln park,NJ,7035,white
1313,female,1,1,Brooklyn,MI,49230,white
1314,female,1,0,Martensdale,IA,50160,Hispanic
1315,female,19,1,Linden,NJ,7036,white
1316,female,7,0,Geneva,IN,46740,Pacific Islander
1317,female,26,1,Piedmont,OH,43983,white
1318,female,30,0,Oxford,MI,48371,Black or African American
1319,female,22,0,Terre haute,IN,47802,white
1320,female,3,1,Greenville,IN,47124,white
1321,female,9,0,Blair,WV,25022,white
1322,female,2,1,Livingston,NJ,7039,white
1323,female,2,1,Farragut,IA,51639,white
1324,female,10,0,Minnetonka,MN,55345,Black or African American
1325,female,4,1,Chestnut mound,TN,38552,Black or African American
1326,male,14,0,Patterson,GA,31557,white
1327,female,8,0,Madison,WI,53718,white
1328,female,29,1,Port clinton,PA,19549,white
1329,female,29,0,Washington,DC,20019,white
1330,female,19,0,Smithland,IA,51056,white
1331,female,24,0,Genoa city,WI,53128,Asian
1332,female,12,1,Wymore,NE,68466,Hispanic
1333,female,11,1,Eden prairie,MN,55346,white
1334,female,10,1,Janesville,WI,53545,white
1335,female,1,1,Wells,MI,49894,white
1336,male,7,1,Pooler,GA,31322,white
1337,female,19,1,Greendale,WI,53129,Pacific Islander
1338,female,6,0,East livermore,ME,4228,white
1339,female,18,1,Balsam lake,WI,54810,Hispanic
1340,female,24,0,Leroy,AL,36548,white
1341,female,1,1,Maplewood,NJ,7040,white
1342,female,11,0,Firesteel,SD,57628,Black or African American
1343,female,14,0,Millburn,NJ,7041,white
1344,female,15,1,Whitesville,KY,42378,white
1345,female,11,0,Bowling green,KY,42103,white
1346,female,14,1,Harvey,IA,50119,American Indian or Alaska Native
1347,male,20,1,Calhoun,GA,30701,white
1348,female,28,0,Berkeley,CA,94705,white
1349,female,23,1,Reynolds,GA,31076,Black or African American
1350,male,28,0,Mooresboro,NC,28114,white
1351,female,25,0,Elkin,NC,28621,Black or African American
1352,female,16,1,La plata,MO,63549,Black or African American
1353,female,3,0,Readlyn,IA,50668,white
1354,female,10,0,Bluff city,TN,37618,Black or African American
1355,female,28,0,Coshocton,OH,43812,white
1356,female,3,1,Faber,VA,22938,Hispanic
1357,female,28,1,Montclair,NJ,7042,white
1358,female,21,1,Rockville,VA,23146,Black or African American
1359,female,24,1,Zcta 33523,FL,33523,Black or African American
1360,female,14,1,Freeport,FL,32439,white
1361,female,15,1,Montclair,NJ,7043,white
1362,female,9,0,Warner,SD,57479,Hispanic
1363,male,26,1,Riceboro,GA,31323,white
1364,male,6,0,Fleetwood,NC,28626,Black or African American
1365,female,12,1,New cumberland,WV,26047,white
1366,female,19,0,Verona,NJ,7044,white
1367,female,7,0,Montville,NJ,7045,white
1368,female,7,1,Ovid,MI,48866,white
1369,female,11,0,Mountain lakes,NJ,7046,white
1370,female,24,1,Clare,MI,48617,Black or African American
1371,female,23,1,North bergen,NJ,7047,white
1372,female,9,0,Boston,GA,31626,white
1373,female,7,1,Eden prairie,MN,55347,Black or African American
1374,female,13,0,Caryville,FL,32427,white
1375,female,2,0,Mc carr,KY,41544,Black or African American
1376,male,24,1,Winston,GA,30187,white
1377,female,9,0,Hampton,VA,23665,Black or African American
1378,female,1,0,Mound bayou,MS,38762,Black or African American
1379,female,27,0,Jupiter,FL,33477,white
1380,female,4,1,Marietta,GA,30060,Black or African American
1381,female,5,1,Orange,NJ,7050,white
1382,male,1,1,Chatsworth,GA,30705,white
1383,female,5,1,Philadelphia,PA,19111,white
1384,female,20,1,Shinrock,OH,44839,white
1385,female,3,1,Toccoa falls,GA,30598,white
1386,female,14,0,Montvale,VA,24122,Hispanic
1387,female,25,1,Howard lake,MN,55349,Black or African American
1388,female,20,0,Marshallton,DE,19808,white
1389,female,7,1,West orange,NJ,7052,Black or African American
1390,female,2,0,Sandestin,FL,32541,white
1391,female,27,0,East freetown,MA,2717,Hispanic
1392,female,6,1,Morrisdale,PA,16858,Black or African American
1393,female,30,0,Athens,GA,30601,white
1394,female,15,1,Houma,LA,70363,white
1395,female,10,1,Beaver dam,WI,53916,Black or African American
1396,female,22,0,Garnavillo,IA,52049,white
1397,female,21,1,Fairlawn,VA,24141,white
1398,male,19,0,Myrtle beach afb,SC,29579,white
1399,female,7,0,Albany,CA,94706,white
1400,female,8,1,Carmel,IN,46032,Black or African American
1401,female,14,0,Levittown,PA,19055,white
1402,female,14,0,Parsippany,NJ,7054,Black or African American
1403,female,9,0,Pedro,OH,45659,white
1404,female,21,1,Gwynn oak,MD,21207,white
1405,female,4,1,Passaic,NJ,7055,Black or African American
1406,female,29,1,Wallington,NJ,7057,Black or African American
1407,female,1,1,Bumpus mills,TN,37028,white
1408,female,16,1,Pine brook,NJ,7058,Black or African American
1409,female,11,1,Hampden,ME,4444,Pacific Islander
1410,female,8,0,Brodhead,WI,53520,Hispanic
1411,female,2,1,Seboeis,ME,4448,Hispanic
1412,female,5,0,Levittown,PA,19056,white
1413,female,11,1,Terre haute,IN,47803,white
1414,female,28,0,Warren,NJ,7059,Black or African American
1415,female,4,0,Hudson,ME,4449,white
1416,female,29,1,Hutchinson,MN,55350,Black or African American
1417,female,4,0,Fort riley,KS,66442,white
1418,female,21,1,Conneaut,OH,44030,Black or African American
1419,female,26,1,West carrollton,OH,45439,white
1420,female,24,0,Palmyra,TN,37142,Black or African American
1421,female,19,1,Talkeetna,AK,99676,white
1422,female,4,0,Standish,ME,4084,Black or African American
1423,female,17,0,Nokomis,FL,34275,white
1424,female,11,1,Hague,VA,22469,Black or African American
1425,female,3,0,Crownsville,MD,21032,Hispanic
1426,male,28,0,North plainfield,NJ,7060,Hispanic
1427,female,19,0,Hollywood,FL,33020,Hispanic
1428,female,3,1,Hathaway pines,CA,95233,white
1429,female,17,1,Bristol,TN,37620,Hispanic
1430,male,27,1,Washington,DC,20020,white
1431,male,11,1,Washington,DC,20024,white
1432,female,2,1,Tiffin,IA,52340,white
1433,male,22,1,Fort lauderdale,FL,33311,American Indian or Alaska Native
1434,female,6,0,Earling,WV,25632,Hispanic
1435,female,19,1,New hope,PA,18938,white
1436,female,21,0,Radford,VA,24142,white
1437,female,13,1,Jordan,MN,55352,white
1438,female,7,0,Daggett,MI,49821,white
1439,female,15,0,Wausau,FL,32463,Black or African American
1440,male,13,1,Sarona,WI,54870,Hispanic
1441,male,13,0,Centredale,RI,2904,white
1442,male,18,1,Taneytown,MD,21787,white
1443,female,21,1,North plainfield,NJ,7062,Hispanic
1444,female,1,0,Thorpe,WV,24888,white
1445,male,17,1,Lake nebagamon,WI,54849,white
1446,male,14,0,North plainfield,NJ,7063,Hispanic
1447,male,16,0,Toddville,IA,52341,Black or African American
1448,female,17,1,Asheville,NC,28804,white
1449,male,3,0,Hundred,WV,26575,white
1450,male,3,0,Eureka,NC,27830,Black or African American
1451,male,26,0,Port reading,NJ,7064,Hispanic
1452,male,29,1,Rahway,NJ,7065,Hispanic
1453,male,10,1,Newport,OH,45768,white
1454,male,6,1,Reading,PA,19601,Hispanic
1455,male,1,1,Landis,NC,28088,white
1456,male,27,1,Clark,NJ,7066,Hispanic
1457,male,5,1,Colonia,NJ,7067,Black or African American
1458,male,23,0,Kennebunk,ME,4043,white
1459,male,25,1,Elberon,IA,52225,Hispanic
1460,male,2,0,Paupack,PA,18451,Black or African American
1461,male,17,1,Miami,FL,33183,Black or African American
1462,male,27,0,Jeromesville,OH,44840,white
1463,male,30,0,Angwin,CA,94508,Black or African American
1464,male,1,1,Drake,CO,80515,white
1465,female,26,0,Athens,GA,30602,white
1466,male,10,1,Scipio,IN,47273,white
1467,male,30,1,Hebron,CT,6248,Black or African American
1468,male,16,0,Butler,TN,37640,Hispanic
1469,male,16,1,East boston,MA,2128,Black or African American
1470,male,26,0,Deerfield beach,FL,33442,white
1471,male,7,0,Lockhart,AL,36455,white
1472,male,9,1,Belfast,TN,37019,white
1473,male,17,0,Battle creek,NE,68715,white
1474,male,29,0,Milam,WV,26838,Black or African American
1475,male,27,0,North berwick,ME,3906,Black or African American
1476,male,28,1,Gamerco,NM,87317,white
1477,male,15,1,Winthrop,IA,50682,Black or African American
1478,male,15,1,Mooresville,NC,28115,white
1479,male,5,1,Hamlin,WV,25523,Hispanic
1480,male,29,1,Robins,IA,52328,Black or African American
1481,male,10,1,Willisburg,KY,40078,white
1482,male,2,0,Babson park,FL,33827,Hispanic
1483,male,9,1,Roseland,NJ,7068,Black or African American
1484,male,30,0,Garysburg,NC,27831,Black or African American
1485,male,14,1,Philadelphia,PA,19112,white
1486,male,20,0,Erie,CO,80516,white
1487,male,12,0,Rutherford,NJ,7070,Black or African American
1488,male,6,1,Owosso,MI,48867,white
1489,male,11,0,Wicomico church,VA,22579,white
1490,male,25,1,Irvona,PA,16656,white
1491,male,28,1,Brentwood,CA,94513,Hispanic
1492,male,16,0,Foster city,MI,49834,white
1493,male,10,1,Bruce,MS,38915,Black or African American
1494,male,21,0,Kimball,MN,55353,white
1495,male,19,0,Prairie city,SD,57649,white
1496,male,30,1,Ralph,SD,57650,white
1497,male,28,0,Shingleton,MI,49884,white
1498,male,17,0,Lowes,KY,42061,white
1499,male,28,0,Birmingham,AL,35212,white
1500,male,8,1,Hampton,VA,23666,Black or African American
1501,male,15,1,Lapeer,MI,48446,white
1502,male,22,1,Clearfield,KY,40313,white
1503,male,7,1,Lyndhurst,NJ,7071,white
1504,male,20,1,Sherwood,WI,54169,white
1505,male,11,1,Carlstadt,NJ,7072,white
1506,male,25,0,Bradley,ME,4411,white
1507,male,9,1,Oldhams,VA,22529,white
1508,male,26,0,Vermilion,OH,44089,white
1509,male,5,1,Brewer,ME,4412,white
1510,male,24,0,Manchester,GA,31816,white
1511,male,4,0,Messiah college,PA,17027,white
1512,male,26,1,Charlestown,MA,2129,Black or African American
1513,male,9,0,Excello,OH,45044,white
1514,male,11,1,Leavenworth,IN,47137,white
1515,male,17,1,Palm harbor,FL,34685,Hispanic
1516,male,29,0,Kenduskeag,ME,4450,white
1517,male,2,1,East rutherford,NJ,7073,Black or African American
1518,male,29,0,Prairie farm,WI,54762,white
1519,male,23,0,Philo,OH,43771,Hispanic
1520,male,1,1,Boylston,MA,1505,white
1521,male,6,0,Moonachie,NJ,7074,American Indian or Alaska Native
1522,male,21,0,Wood ridge,NJ,7075,Asian
1523,male,5,0,Brandon,WI,53919,Black or African American
1524,male,20,1,Lester prairie,MN,55354,Black or African American
1525,male,16,1,Scotch plains,NJ,7076,Pacific Islander
1526,male,14,1,Sewaren,NJ,7077,Hispanic
1527,male,15,1,Chuckey,TN,37641,Hispanic
1528,male,24,1,Parker ford,PA,19457,Hispanic
1529,male,15,1,North freedom,WI,53951,white
1530,male,30,0,Lynco,WV,24857,Black or African American
1531,male,3,1,Doylesburg,PA,17219,Asian
1532,male,18,0,New bremen,OH,45869,white
1533,male,14,1,Old fields,WV,26845,American Indian or Alaska Native
1534,male,14,0,Enigma,GA,31749,white
1535,male,22,0,Gaston,NC,27832,white
1536,male,27,1,Lake park,GA,31636,white
1537,male,25,0,Short hills,NJ,7078,white
1538,male,7,1,South orange,NJ,7079,white
1539,male,27,1,Bath,IN,47010,white
1540,male,17,0,James creek,PA,16657,white
1541,female,3,1,Chugwater,WY,82210,Black or African American
1542,male,25,0,Criders,VA,22820,white
1543,male,19,0,South plainfield,NJ,7080,white
1544,male,15,1,East stoneham,ME,4231,white
1545,male,9,0,Midland,VA,22728,white
1546,male,27,0,Kansas,OH,44841,white
1547,male,14,0,Terre haute,IN,47804,white
1548,male,30,1,Seville,OH,44273,white
1549,male,20,1,Woodstock,GA,30188,white
1550,male,14,1,East taunton,MA,2718,Hispanic
1551,male,29,1,Brookfield,MA,1506,white
1552,male,4,1,Red bank,TN,37415,white
1553,male,17,1,Huntertown,IN,46748,white
1554,male,14,0,Springfield,NJ,7081,white
1555,male,24,1,Jacksonville,FL,32218,Black or African American
1556,male,15,0,Cumberland city,TN,37050,Black or African American
1557,male,15,1,Keystone,AL,35007,Hispanic
1558,male,20,0,Lynchburg,OH,45142,white
1559,male,7,0,Towaco,NJ,7082,white
1560,male,20,1,Phoenixville,PA,19460,Hispanic
1561,male,11,0,Woodbury,PA,16695,Hispanic
1562,male,15,1,Greenville,KY,42345,American Indian or Alaska Native
1563,male,16,1,Freeport,MI,49325,white
1564,male,4,0,Shiloh,OH,44878,Black or African American
1565,male,13,1,Remlap,AL,35133,white
1566,male,24,0,Pawtucket,RI,2861,Hispanic
1567,male,17,0,Denniston,KY,40316,Black or African American
1568,male,9,1,Lodi,WI,53555,white
