createAt,PersonID,commentID
2001-04-21 12:25:02,46711,1542
2001-04-21 17:20:51,40095,2210
2001-04-22 17:57:32,21431,1453
2001-04-23 05:44:16,37866,159
2001-04-23 10:16:16,40811,1608
2001-04-25 01:44:42,48739,1260
2001-04-25 05:35:15,54366,764
2001-04-26 08:58:48,24181,2225
2001-04-26 13:32:27,8891,1258
2001-04-27 08:58:29,57662,1506
2001-04-27 22:50:49,35527,625
2001-04-28 01:34:01,45915,1059
2001-04-28 22:24:01,18353,1907
2001-04-29 02:14:20,39981,1202
2001-04-29 11:28:37,9345,561
2001-05-01 09:53:48,39887,1581
2001-05-01 22:41:12,23874,62
2001-05-03 04:40:44,39262,548
2001-05-03 18:57:37,29563,1105
2001-05-04 09:18:16,8877,1245
2001-05-04 10:45:21,32031,29
2001-05-04 21:04:05,37909,1556
2001-05-08 22:12:06,40017,1661
2001-05-09 11:09:59,45204,1510
2001-05-09 16:39:37,1520,222
2001-05-09 20:27:31,22758,107
2001-05-10 08:43:08,27416,1158
2001-05-10 23:15:01,59429,1008
2001-05-11 05:00:13,13514,2218
2001-05-14 19:30:34,57210,2335
2001-05-15 15:31:32,54316,1997
2001-05-19 04:48:38,22603,2236
2001-05-20 16:58:01,53295,409
2001-05-25 04:25:53,51753,2226
2001-05-25 22:27:46,5786,1682
2001-05-26 14:18:01,11599,959
2001-05-26 23:48:21,57593,1449
2001-05-27 17:12:31,4171,1067
2001-05-29 09:41:43,20599,1309
2001-05-30 18:24:46,37908,382
2001-05-30 18:51:16,10933,1019
2001-06-01 16:30:51,56418,1492
2001-06-02 10:16:13,44786,595
2001-06-03 04:40:27,59545,776
2001-06-04 04:42:42,2325,843
2001-06-04 15:04:39,58287,702
2001-06-07 20:18:16,14529,194
2001-06-08 21:35:15,24970,2324
2001-06-10 17:24:39,42414,2353
2001-06-11 07:20:49,35574,640
2001-06-11 10:19:33,35767,1969
2001-06-11 23:19:13,25368,83
2001-06-13 15:46:47,50811,709
2001-06-13 18:08:36,36526,2078
2001-06-13 19:39:47,35206,2371
2001-06-14 03:13:08,14982,729
2001-06-14 10:00:58,10553,1059
2001-06-14 10:39:27,2611,1787
2001-06-14 11:48:37,20856,2033
2001-06-14 14:51:15,31736,1282
2001-06-14 15:40:06,46882,1174
2001-06-14 18:32:18,26985,2146
2001-06-14 23:37:05,4422,1754
2001-06-18 09:19:33,46112,1767
2001-06-18 10:15:33,41461,2110
2001-06-19 01:42:26,40490,804
2001-06-20 01:05:40,30937,1371
2001-06-20 01:46:48,1100,2397
2001-06-20 07:05:36,2891,536
2001-06-20 18:14:59,37096,253
2001-06-22 10:27:28,22441,1901
2001-06-22 21:19:15,50642,246
2001-06-23 03:35:13,18744,781
2001-06-23 04:39:03,1863,1418
2001-06-23 05:20:53,44509,1098
2001-06-23 17:27:53,13223,2121
2001-06-23 22:21:06,38094,1861
2001-06-24 21:11:32,38420,1496
2001-06-24 22:49:01,49262,1289
2001-06-26 17:26:24,59640,312
2001-06-27 11:52:57,22810,1491
2001-06-29 05:42:41,53198,1826
2001-06-30 00:57:13,57611,1580
2001-06-30 06:28:16,20273,970
2001-06-30 06:51:37,28020,1181
2001-07-01 07:35:02,3075,1656
2001-07-01 11:16:26,32103,56
2001-07-03 16:36:18,10036,257
2001-07-04 01:51:59,17251,959
2001-07-04 11:25:50,11594,2189
2001-07-05 04:01:42,48000,1923
2001-07-06 00:49:15,24594,906
2001-07-06 13:14:55,16875,949
2001-07-07 05:44:18,27860,1201
2001-07-08 09:05:45,32611,1475
2001-07-08 17:47:51,53110,1267
2001-07-10 07:04:53,46722,793
2001-07-10 21:24:37,12166,2132
2001-07-11 05:12:19,57919,1470
2001-07-12 15:05:07,18388,967
2001-07-12 17:05:33,45562,903
2001-07-13 21:33:39,19458,1663
2001-07-14 09:35:25,57697,526
2001-07-14 22:50:57,59355,200
2001-07-19 01:16:46,10489,227
2001-07-19 04:55:43,46883,1079
2001-07-19 08:49:49,28886,1090
2001-07-19 13:25:54,9602,2343
2001-07-21 03:22:37,41525,2095
2001-07-22 04:23:21,46668,361
2001-07-22 06:37:44,4248,81
2001-07-22 13:27:38,1875,1306
2001-07-22 22:36:41,50229,654
2001-07-23 05:09:18,21387,1295
2001-07-23 13:35:57,28781,45
2001-07-23 17:17:18,25238,467
2001-07-25 17:48:36,40888,276
2001-07-26 10:54:14,57029,1328
2001-07-26 11:18:19,22670,1778
2001-07-26 19:56:16,47222,948
2001-07-28 17:49:27,8210,2595
2001-07-28 18:29:44,29947,1873
2001-07-31 13:36:11,14205,102
2001-07-31 17:17:36,33607,1986
2001-08-01 03:14:22,41664,1498
2001-08-02 14:38:52,6375,2102
2001-08-02 21:03:46,8097,2302
2001-08-03 00:50:47,53361,963
2001-08-03 03:54:49,10724,731
2001-08-04 21:55:16,30107,2525
2001-08-05 05:31:03,53615,1068
2001-08-11 14:54:09,25257,900
2001-08-11 19:09:58,35962,73
2001-08-13 06:54:29,53411,2392
2001-08-16 02:25:36,51764,1865
2001-08-19 13:44:32,3816,1139
2001-08-21 11:54:39,59468,864
2001-08-21 19:42:06,46490,1322
2001-08-22 12:01:07,9523,1172
2001-08-22 14:49:55,9747,1334
2001-08-24 02:28:08,27112,1342
2001-08-25 09:24:34,29320,2484
2001-08-25 20:10:24,21422,1097
2001-08-27 23:34:07,3012,2294
2001-08-28 05:10:40,16720,2171
2001-08-30 05:18:47,40014,2098
2001-08-30 08:45:38,27177,2711
2001-09-02 23:18:53,30434,2621
2001-09-03 16:28:35,15632,2192
2001-09-04 06:19:51,39695,2810
2001-09-04 09:50:25,40159,2475
2001-09-05 10:02:16,53870,868
2001-09-06 12:53:06,7144,13
2001-09-06 23:58:50,47831,272
2001-09-08 02:29:35,6739,1956
2001-09-09 01:55:04,11464,649
2001-09-11 03:12:26,47392,1830
2001-09-11 09:07:38,27264,2522
2001-09-12 02:40:28,50066,2039
2001-09-13 07:38:50,9708,48
2001-09-14 14:22:24,51928,1372
2001-09-14 16:24:24,45771,2604
2001-09-15 18:30:44,57563,464
2001-09-16 11:05:14,54090,1452
2001-09-18 22:18:38,27879,621
2001-09-22 07:10:29,20757,1106
2001-09-22 09:13:49,33967,1646
2001-09-23 10:01:59,9510,356
2001-09-24 04:36:57,36536,189
2001-09-24 04:46:33,11708,621
2001-09-25 03:44:02,37228,140
2001-09-26 08:55:04,18774,1025
2001-09-26 14:42:49,33260,480
2001-09-27 17:16:30,51796,1191
2001-09-28 08:08:33,35565,2034
2001-09-28 23:40:03,4679,2030
2001-09-29 12:14:33,56839,2006
2001-09-29 18:08:03,18707,1139
2001-09-30 02:35:16,9113,2209
2001-09-30 04:40:43,45064,2187
2001-10-01 00:33:30,11329,717
2001-10-03 09:07:01,19136,268
2001-10-03 16:09:19,48261,1455
2001-10-04 09:16:33,26759,2414
2001-10-04 18:48:57,14295,2833
2001-10-07 10:30:43,14712,593
2001-10-07 17:44:57,25111,1280
2001-10-08 03:17:10,31026,2158
2001-10-10 01:14:45,2847,108
2001-10-10 11:37:25,42118,1495
2001-10-11 07:22:39,22377,2864
2001-10-12 03:31:20,35192,2207
2001-10-14 07:05:38,50366,1263
2001-10-14 13:08:03,46186,761
2001-10-15 04:51:02,49216,996
2001-10-16 18:42:15,19845,3067
2001-10-17 16:50:59,47394,2449
2001-10-20 06:32:48,58821,2637
2001-10-20 19:24:14,40244,59
2001-10-21 08:35:35,12118,2822
2001-10-21 23:35:22,34363,2150
2001-10-22 11:51:17,47638,46
2001-10-22 15:12:16,50003,292
2001-10-23 08:20:56,30818,1334
2001-10-23 10:27:18,4165,1878
2001-10-23 13:38:11,3492,1980
2001-10-23 14:53:39,49706,3000
2001-10-24 18:08:16,30314,213
2001-10-25 19:51:10,21405,2061
2001-10-25 20:39:16,45614,2327
2001-10-26 08:26:58,17012,1499
2001-10-26 15:17:55,1205,1729
2001-10-27 22:46:32,15119,2699
2001-10-29 02:31:36,2820,1905
2001-11-01 00:29:18,51311,742
2001-11-01 04:38:07,59010,1931
2001-11-01 22:24:28,12892,3067
2001-11-02 09:45:56,36332,369
2001-11-02 17:16:52,12645,2497
2001-11-02 20:21:58,47008,2827
2001-11-03 12:28:35,33371,138
2001-11-03 15:57:18,50636,951
2001-11-05 11:52:36,42110,2229
2001-11-05 23:16:44,29687,1805
2001-11-06 07:07:45,59586,1700
2001-11-06 08:39:55,56073,280
2001-11-08 17:18:02,45943,3141
2001-11-08 17:30:09,6476,579
2001-11-10 14:15:35,55121,2558
2001-11-10 22:32:23,15356,533
2001-11-11 05:44:28,13289,1712
2001-11-11 16:39:10,15440,2724
2001-11-11 21:11:24,34057,2224
2001-11-11 23:05:58,44285,1413
2001-11-12 11:46:13,9181,502
2001-11-12 19:23:29,6518,874
2001-11-14 01:14:39,53402,454
2001-11-14 18:20:34,15526,510
2001-11-15 23:59:32,7413,266
2001-11-18 19:51:58,7863,1878
2001-11-20 14:11:41,2942,294
2001-11-20 19:54:35,30726,1351
2001-11-21 21:58:05,57226,2269
2001-11-22 10:22:48,12741,1887
2001-11-24 18:36:31,56866,3104
2001-11-25 11:08:51,9908,2878
2001-11-26 09:44:08,1113,1836
2001-11-27 05:54:55,7041,2231
2001-11-27 15:01:37,48006,2405
2001-11-27 16:11:30,23527,2952
2001-11-28 03:58:44,23523,2279
2001-11-28 12:36:23,45784,657
2001-11-29 00:47:31,27445,2077
2001-11-30 11:12:10,13733,384
2001-11-30 11:50:24,5909,1575
2001-11-30 15:23:34,50597,1226
2001-11-30 19:12:14,29539,1705
2001-12-01 19:10:58,31250,475
2001-12-01 21:40:32,40245,3300
2001-12-01 23:36:52,39859,831
2001-12-02 00:18:50,41392,2188
2001-12-02 13:28:45,23663,343
2001-12-02 20:37:05,26014,747
2001-12-02 21:11:19,58855,3039
2001-12-03 03:46:44,27264,1936
2001-12-03 14:05:09,55351,1334
2001-12-03 23:34:07,4349,2507
2001-12-04 04:47:27,22881,2972
2001-12-04 15:44:15,30720,795
2001-12-04 17:40:18,27584,492
2001-12-04 21:58:43,11880,3247
2001-12-05 17:43:01,33267,2051
2001-12-06 13:37:36,34675,910
2001-12-07 01:18:10,17086,1288
2001-12-07 03:12:28,51382,2844
2001-12-07 21:30:18,16515,2364
2001-12-08 06:17:45,2316,1695
2001-12-08 12:27:15,6604,259
2001-12-09 11:33:36,34255,2693
2001-12-11 12:43:10,58427,125
2001-12-11 17:52:07,8755,1264
2001-12-12 19:51:40,20421,834
2001-12-12 21:58:29,54143,940
2001-12-13 11:48:24,32952,1503
2001-12-13 21:24:23,56176,1435
2001-12-13 22:57:12,6810,1108
2001-12-15 15:38:59,15280,2064
2001-12-15 21:03:41,41689,2790
2001-12-16 15:05:48,9062,1690
2001-12-17 12:08:30,35439,2256
2001-12-19 04:57:20,43797,3169
2001-12-19 13:19:20,46715,1579
2001-12-23 12:22:17,6015,2187
2001-12-23 16:08:17,15641,2156
2001-12-24 16:28:46,38345,3336
2001-12-25 15:05:26,53199,2470
2001-12-26 16:27:21,37596,622
2001-12-26 17:34:11,56523,2733
2001-12-28 11:07:52,32315,63
2001-12-28 17:32:50,25539,2893
2001-12-31 01:41:00,8643,2032
2001-12-31 01:54:47,1340,1791
2001-12-31 08:09:36,6707,3113
2001-12-31 21:31:47,53074,3499
2002-01-03 15:18:06,4141,2883
2002-01-05 06:57:31,58438,1549
2002-01-05 08:36:50,34258,3243
2002-01-05 15:30:36,37757,3408
2002-01-05 20:41:49,41724,1002
2002-01-06 23:35:33,6047,3483
2002-01-07 06:18:47,36245,2987
2002-01-08 16:37:14,52305,3364
2002-01-10 19:29:30,20699,2282
2002-01-12 06:57:05,35549,755
2002-01-12 20:05:41,14017,866
2002-01-13 19:57:22,38084,1751
2002-01-14 23:11:17,32228,1216
2002-01-15 02:57:51,52589,2014
2002-01-15 15:32:30,12167,2269
2002-01-15 17:19:59,35713,132
2002-01-17 06:33:20,10718,895
2002-01-18 13:05:56,24671,2548
2002-01-18 18:25:20,40553,3330
2002-01-18 20:50:28,58455,2698
2002-01-19 21:47:24,28975,1676
2002-01-19 22:08:49,35749,3332
2002-01-20 11:25:43,18614,380
2002-01-20 13:22:34,37274,1226
2002-01-20 14:02:41,50840,3487
2002-01-21 00:15:37,38582,768
2002-01-21 04:15:50,29455,2924
2002-01-21 12:43:30,42151,3104
2002-01-22 01:46:15,17934,246
2002-01-22 03:24:43,48761,1577
2002-01-22 05:55:40,20390,1542
2002-01-22 18:47:42,23538,2971
2002-01-23 00:14:51,35477,2970
2002-01-23 01:21:48,21472,1848
2002-01-23 20:14:28,18778,1318
2002-01-24 10:24:58,16163,662
2002-01-24 21:15:57,36269,3376
2002-01-25 09:13:53,46906,769
2002-01-26 08:21:56,13935,3543
2002-01-27 21:59:50,32720,139
2002-01-28 15:39:09,39693,3066
2002-01-28 15:49:17,38690,1188
2002-01-28 16:30:07,53452,2267
2002-01-28 17:08:18,42143,1068
2002-01-29 12:16:34,36139,932
2002-01-30 11:31:43,26087,3167
2002-01-31 21:34:20,5348,3396
2002-02-01 03:10:52,45776,2232
2002-02-01 05:21:35,12019,579
2002-02-01 05:57:36,11313,2400
2002-02-01 10:58:58,26851,2120
2002-02-01 15:37:45,4177,2210
2002-02-01 20:30:22,24731,3660
2002-02-01 22:46:16,47252,3236
2002-02-02 08:29:09,15048,3238
2002-02-03 02:25:46,43027,3426
2002-02-03 20:37:13,1113,1431
2002-02-04 23:40:47,41645,681
2002-02-05 17:58:51,10663,105
2002-02-05 19:29:27,26660,2560
2002-02-05 20:14:42,24939,3223
2002-02-08 00:34:27,58283,1055
2002-02-08 04:28:22,38563,32
2002-02-08 07:01:13,33091,3608
2002-02-08 09:05:16,46107,2632
2002-02-09 19:32:32,22151,1317
2002-02-10 14:20:37,8806,1661
2002-02-11 00:23:53,5509,1097
2002-02-11 14:42:59,38940,3220
2002-02-11 21:05:22,43476,1851
2002-02-12 10:06:54,20024,517
2002-02-12 23:38:17,44038,1024
2002-02-13 14:27:40,38007,3497
2002-02-15 04:37:19,20631,1892
2002-02-15 11:16:21,13418,263
2002-02-16 06:31:11,49615,1586
2002-02-16 11:45:46,39295,1645
2002-02-18 05:18:07,35470,1006
2002-02-19 15:46:54,55003,3600
2002-02-20 07:10:24,52944,1964
2002-02-21 11:21:16,38358,2546
2002-02-22 01:20:51,30634,2684
2002-02-22 08:31:22,21059,1240
2002-02-22 17:40:17,45096,1415
2002-02-22 18:31:26,23026,3184
2002-02-23 08:17:06,1191,703
2002-02-24 17:32:49,28833,3656
2002-02-26 19:42:28,35080,1549
2002-02-27 17:59:37,11272,1419
2002-03-01 08:38:15,4502,2257
2002-03-01 19:06:04,29102,1676
2002-03-01 19:29:26,43519,2205
2002-03-03 14:49:44,49206,1555
2002-03-03 20:51:10,30604,336
2002-03-04 02:08:10,38620,1993
2002-03-04 04:04:21,57297,2234
2002-03-04 04:59:38,41487,2652
2002-03-04 15:40:38,25029,1130
2002-03-05 10:30:30,38439,1382
2002-03-05 15:21:27,2853,993
2002-03-05 18:54:37,2492,2614
2002-03-06 01:33:00,26090,2479
2002-03-06 08:30:43,11419,1946
2002-03-07 18:16:40,23342,701
2002-03-09 02:27:29,54653,821
2002-03-09 15:00:11,49936,393
2002-03-09 19:24:59,56421,381
2002-03-10 20:03:56,23695,1886
2002-03-11 01:28:34,18536,2277
2002-03-11 19:59:11,15866,3721
2002-03-12 07:10:09,37147,2900
2002-03-12 09:08:10,36997,2309
2002-03-12 16:25:56,54563,3588
2002-03-12 18:33:20,4041,1723
2002-03-13 05:06:30,14521,1198
2002-03-13 08:47:43,49443,1019
2002-03-13 11:08:11,34312,965
2002-03-13 11:41:39,6468,253
2002-03-15 02:24:04,3637,202
2002-03-16 07:26:05,54096,717
2002-03-16 14:38:35,33336,2854
2002-03-17 00:45:59,38466,2935
2002-03-17 16:32:43,54005,910
2002-03-18 08:22:13,37904,1836
2002-03-18 08:27:38,19094,1522
2002-03-19 16:16:15,15391,3301
2002-03-19 18:03:33,4634,3046
2002-03-20 00:23:01,33748,3184
2002-03-22 10:45:11,13602,3157
2002-03-24 13:00:40,1124,505
2002-03-25 12:01:45,32831,1247
2002-03-25 19:57:31,15488,606
2002-03-26 19:58:13,20824,2251
2002-03-27 09:19:23,51541,3126
2002-03-28 11:33:58,35460,844
2002-03-29 00:53:19,10842,1448
2002-03-29 05:46:36,31165,3349
2002-03-30 07:02:27,41991,3438
2002-03-30 18:20:57,54601,3065
2002-03-31 05:15:04,58826,2545
2002-03-31 06:33:10,49605,3204
2002-04-01 02:39:09,17638,2470
2002-04-01 05:24:40,8311,1927
2002-04-01 05:48:34,20963,1725
2002-04-02 05:24:05,53079,2578
2002-04-02 15:10:55,43517,718
2002-04-03 22:05:57,43500,3938
2002-04-04 01:46:25,19914,1170
2002-04-04 06:32:40,30604,1787
2002-04-05 21:25:46,22776,3124
2002-04-06 18:51:20,19192,3954
2002-04-06 23:29:06,49569,287
2002-04-07 08:15:59,36459,2858
2002-04-07 22:23:48,13278,1024
2002-04-08 03:56:35,12029,2848
2002-04-08 09:04:01,8471,2428
2002-04-09 14:56:59,21831,694
2002-04-09 18:25:58,29413,1916
2002-04-10 05:35:56,31481,1807
2002-04-11 03:13:55,19295,3138
2002-04-11 03:45:44,51237,3647
2002-04-11 11:08:56,56995,229
2002-04-12 02:24:15,57381,2560
2002-04-12 06:29:06,4337,2241
2002-04-12 14:10:12,54445,755
2002-04-13 06:54:24,10547,2208
2002-04-15 02:01:13,27560,2988
2002-04-17 22:50:04,43824,1194
2002-04-18 00:03:42,27724,2611
2002-04-19 06:19:57,43759,2497
2002-04-19 19:36:59,37702,3655
2002-04-21 11:09:55,3431,3470
2002-04-21 15:00:31,24817,1579
2002-04-21 19:44:53,34902,2685
2002-04-22 03:09:38,35904,374
2002-04-22 03:37:27,28480,2168
2002-04-22 15:45:08,15376,984
2002-04-23 01:30:54,51322,471
2002-04-23 02:25:42,47445,1881
2002-04-23 11:03:53,27319,2607
2002-04-24 21:11:14,36515,3952
2002-04-26 01:59:07,9011,261
2002-04-26 06:45:23,13119,135
2002-04-26 22:57:36,33995,3254
2002-04-27 19:23:34,51121,2228
2002-04-29 01:10:14,56079,1439
2002-04-29 15:57:46,21216,608
2002-05-01 11:28:57,37520,2661
2002-05-01 20:31:00,39883,2133
2002-05-01 22:33:09,8383,282
2002-05-02 18:19:22,55645,772
2002-05-02 23:45:51,32456,1052
2002-05-03 03:03:30,37827,182
2002-05-04 10:04:57,18934,3376
2002-05-05 00:20:39,27637,3921
2002-05-05 02:40:48,53966,2149
2002-05-06 00:36:29,23433,1547
2002-05-06 07:56:50,40582,619
2002-05-07 05:16:48,41165,1579
2002-05-08 03:42:34,32877,1196
2002-05-08 06:10:47,42430,1438
2002-05-08 14:32:29,13616,3071
2002-05-11 06:55:11,28577,3562
2002-05-11 21:14:28,28399,3727
2002-05-11 21:40:01,51602,1155
2002-05-12 06:44:53,14951,546
2002-05-12 07:14:28,59539,3594
2002-05-12 17:09:05,29327,1496
2002-05-12 20:13:06,57166,4079
2002-05-13 09:03:15,24840,1055
2002-05-13 20:18:08,11160,3526
2002-05-14 04:47:23,59339,325
2002-05-15 20:19:15,49879,2933
2002-05-16 10:57:03,37903,1637
2002-05-16 13:58:29,3405,2602
2002-05-17 03:12:11,17641,1263
2002-05-17 09:56:38,36593,1008
2002-05-18 09:05:31,49258,1592
2002-05-18 23:55:33,22171,1706
2002-05-19 04:02:17,59403,3994
2002-05-19 21:44:43,55243,2822
2002-05-21 21:53:58,4468,2138
2002-05-22 05:38:45,36348,842
2002-05-23 01:45:15,45594,3613
2002-05-23 06:10:47,39989,3631
2002-05-23 21:15:44,33523,1777
2002-05-24 08:01:16,9248,3368
2002-05-25 22:31:57,12233,3181
2002-05-26 05:11:03,50249,3562
2002-05-26 13:00:57,2741,1177
2002-05-26 17:41:55,50026,1848
2002-05-27 04:09:03,48221,3545
2002-05-27 17:51:04,10620,2297
2002-05-28 03:43:25,57868,2077
2002-05-28 08:29:45,1747,3289
2002-05-28 17:10:37,47686,2387
2002-05-29 10:18:08,33590,2306
2002-05-29 16:49:34,52726,3194
2002-05-29 19:19:55,30895,4045
2002-05-30 22:34:41,31383,2736
2002-05-31 17:10:32,6143,940
